czy_stwierdzenie,tekst
0,"""@trzaskowski_ POLECAM szczepienia! Zwłaszcza z dwiema partnerkami! Nie ma żadnych NOP ! I wszyscy zdrowi i uśmiechnięci. Takie szczepienia należy wielokrotnie powtarzać dla dobra Ogółu - '""Narodowego'""""
"
0,"@Ja_to_ @AlicjaJesz Szczepionka go zabiła💉⚰🕯 https://t.co/Ym9PmJZGRD
"
0,"Podczas Covid Niemcy odejmują sobie szczepionkę od ust i dzielą się nią z nami. Podczas świńskiej grypy się nie dzielili i w efekcie zamiast szczepionką musieliśmy cieszyć się wiosną. Czy to by oznaczało, że Niemcy bardziej lubią Kaczyńskiego od Tuska? Nie... Niemożliwe...
"
0,"ludzie którzy piszą że szczepionka zabiła krawczyka, sure, zapomnieliśmy o jednej ważnej rzeczy że 80% życia krawczyk walił wiadro
"
0,"""Szczepienia w Rzeszowie. Media dotarły do korespondencji dr. Mazura. Jednorazowe strzykawki wykorzystano wielokrotnie?
Ludzie mogli się zarazić innymi wirusami!
https://t.co/MRf5gnqqgp""
"
1,"@dvx_ardorensis Narzędziem niszczenia życia poprzez doprowadzenie do bezpłodności ludzi. Szczepionka nie chroni przed zarażeniem, to po co wstrzykiwać? Bo prawdopodobnie doprawadza z czasem do bezpłodności.
"
0,"Jak się idzie na szczepienie na COVID to można sobie wybrać, którą szczepionką cię szczepią, czy dają co mają akurat pod ręką?
"
1,"@SwimmingCircus samą aspirację robi sie po to by mieć pewność, że wkłucie nie sięga np żyły, bo szczepionka jest domięśniowa. Bez aspiracji istnieje więc ryzyko, że szczepionka poleci do krwioobiegu czyli nie będzie miała sensu
"
1,"@RadekZKraka @wiechosta Szczepionka to jeszcze nie lek. Rząd nakazuje wpis do zgonu z powodu Covid. Dziś przecież tylko na to ludzie umierają. Nie ma raka, zawałów itd itp. To najcichsza 3 wojna światowa farmakologi i rzadów z własnym społeczeństwem.
"
0,"@lkwarzecha Norma. Większość wirusów szybko mutuje, tworząc nowe warianty. Stąd szczepionka na grypę co rok modyfikowana. A że Cov medialny, to o każdym donoszą media, by mieć zasięgi.
"
1,"""'""Już wiadomo, że covid wpływa na rozrodczość, ale nie wiadomo jeszcze w jakim stopniu. Ale po kilkukrotnym zarażeniu się - szczepionka nie chroni przez zarażeniem   i daje, podobnie jak przechorowanie, kilkumiesięczną odporność, nie będą w stanie się rozmnażać. Zło się wypleni'""""
"
0,"""@Patriota_1985 @harryxxparadise Trafił do szpitala ze zdiagnozowanym covidem - fakt.
Szczepionka nie działa w ten sposób, że nie jest możliwe zarażenie się wirusem - działa tak, że niweluje lub zapobiega skutkom wirusa, a nie tworzy magiczną barierę przez którą wirus nie ma szans się przedostać.""
"
0,"@RogOty Po koronkowej robocie ze szczepionką zaczynam mieć wrażenie, że teksty i tweety tego pana są starannie przygotowywane przez sztab pracowników. Produkt polityczny.
"
0,"""@AgnieszkaO2GA Przyczyną kłótni jest szczepionka a jej skutkiem muzyka.
Tu każdy gra na swoją nutę.""
"
0,"""@AlKaJaCi @MagdalenaMaj5 @RRozynek @piotr_makowiec @pisorgpl Będzie rządził wiecznie przez tych, którzy robią z nim dil:
500+ za głos, szczepionka za głos, fundusze unijne za głos.
Idź już nudzić kogoś innego.
https://t.co/ObqOBsZHl5""
"
1,"""Krzysiu Krawczyk,dziękuję za wszystko,za piosenki takie prawdziwe a słowa z sensem.. Gdyby nie ta '""szczepionka'""byłbyś jeszcze z nami....Może ta niepotrzebna śmierć,obudzi wielu......Krzysiu-dołączyłeś do Bugusia Smolenia-może znowu zaśpiewacie? RIP!
https://t.co/LHZd4AKcnG""
"
0,"""@Elciapelciaba @if_debroendby @Karola_wamehIo @BarPa129i @agataluczkowska @Aneta36629545 @dusza_aga @PolskaKobieta @BeataDzili @PracyPo @SuchyArek @GabrielaKrzysz2 @B80Aga @Bagatelka1 @MS_Madzia @kokosanka89 @Elzbieta_M_ @summerlivia2 @polska_mi @katrina1974pl @cogitatio__ @farmerjanek @CesarzowaIwona @Pan_Postman @72barbarajotka @sasmen76 @MAGDALENKA_II @60wadera @Herkejos68 @nowyyorg @zdyrman1 @zoviraxo @JacekKo11354585 @ZbyszekKrak @zyzio79 Oj Elcia, z tym pomyślnym leczeniem, to bym raczej się zastanowiła po tym co się stało. Może to właśnie szczepionka spowodowała.
Znam osobiście wiele osób, które po szczepieniu ciężko chorują, wręcz odmawiają drugiej dawki. Więc?
Tylko tyle. Żal i smutek.🎶💙🙏""
"
0,"""@PanZolty @ImagineBasia Symbolem czego? Śmierci po zaszczepieniu, śmierci po covidzie, śmierci po tym i po tym? Myślisz, że ktokolwiek racjonalny teraz powie '""o cholera szczepionka go zabiła'"" 
Nie, nie powie. Symbol i narracja, zostanie w szambie, nawet Wielgucki się tego nie dotknął.""
"
0,"- Dzięki naszemu cudownemu wodzowi, który pilnuje szczepienia, bez kozery powiem pińcet procent normy! A i samo podróżowanie po kraju naszego Wielkiego Ojca zmniejszyło zachorowalność na zachodnie odmiany wirusa! https://t.co/S8FFmNUatS
"
0,"@Krzysiekkulesza Może niech najpierw zakończą badania swojej szczepionki na dorosłych, bo za chwilę ilość zgonów i zakażeń po szczepieniu będzie przekraczać ilości sprzed szczepienia. Przecież o to im chodziło od początku - przymusowe dla wszystkich, a nie to baju-baju jak ktoś chce
"
0,"""@Platforma_org @MKierwinski @LasekMaciej Strasznie to monotonne. Ludzie nie potrzebują gadających głów, tylko polityków działających w ich interesie. Tematy: wirus, szczepionka itp, nie pomogą wygrać wyborów.
Ja oczekuję od @KObywatelska 100 pkt do zrealizowania po wyborach. Np: 
1. Rozliczenia pieniędzy dla Rydzyka
&gt;&gt;&gt;""
"
1,"""'""Polecił wielokrotne używanie strzykawek jednorazowych'"". Politycy opozycji żądają wyjaśnień https://t.co/TR78N3No0t... Szczepionka powinna być przygotowana na oczach pacjenta!!!!!""
"
0,"@michaldworczyk @MorawieckiM Szczepionka zrobiona z abortowanych dzieci! Tylko się cieszyć! Wam to już nie przeszkadza, nooo z mydła zrobionego z ludzi z obozów tez byście korzystali ????? .  Nikt Wam już nie ufa
"
0,"@michauer @MarekManix @michaldworczyk Mam akurat Astrę, ale mniejsza z tym. Czy nie uważasz, że to głupota ustawiać mi szczepienie w Grudziądzu, kiedy spokojnie mogę się zaszczepić w miejscowości, w której mieszkam?
"
0,"""Kto podziela moje zdanie, że te wszystkie trele morele z parciem na masowe szczepienia, punkty drive-thru, szczepienia w zakładach pracy oraz POZ mają związek z planowanymi wyborami parlamenarnymi jesienią?
Przecież drugi raz numer z odwołaniem pandemii 🤥 nie przejdzie.""
"
0,"""Czy media zająknęły się o tym, że ETPC w Strasbourg''u orzekł wczoraj że: '""Przymusowe szczepienia mogą być konieczne'"" Sprawa dotyczy szczepień dzieci, ale dla mnie, to niebezpieczny precedens, który otworzy furtkę do przymusowych szczepień na covid19.

https://t.co/oLOjfYHWkG""
"
1,"@BEHEPA17 @Krzychu74706173 Oni to wiedzą. Ale celem jest depopulacja przez szczepienia.
"
0,"@BDlugoszewski @rafalmosiolek No shit że kiedyś umrzemy geniuszu Ale było by miło gdyby czyiś dziadkowie nie umarli tylko dlatego że się nie zdążyli zaszczepić
"
1,"@wybranowski @szymon_holownia Fakt, jedna szczepionka mniej dla starszych ludzi. Gorzej jednak kiedy co roku prezydent oddaje 2mld zł na propagandową TVP niż na leczenie wielu chorych na nowotwory!
"
0,"@Mateusz26037345 @Robeq4 @TOPTVPINFO @TeleexpressTVP by być przekonanym trzeba się informować , a nie pisać bzdury i to do ludzi którzy wiedza więcej, i to jeszcze z twierdzeniem ze masz racje napisałeś ze czego nie robi szczepionka https://t.co/GtN5mhUuOI
"
1,"""Szczepionki, które w tej chwili używamy, nie były testowane na grupie dzieci. Wiemy, że kończą się lub są zakończone badania kliniczne szczepionek dla dzieci od 10 roku życia. Szczepionka taka prawdopodobnie w wakacje będzie - @WaldekKraska do @jacekl"
0,"@wybranowski @KazikowskaEdyta @sjastrzebowski Fakt - atak na Hołownię był, ale przed świętami. Zaatakowali go strzykawką ze szczepionką. Chyba w ramach zadośćuczynienia dostał dyplom dzielnego pacjenta. Więc w sumie tematu już nie ma.
"
0,"""@k_pyrc @KrzySla Czy znajdę gdzieś zbiorczo czym te warianty się różnią z punktu widzenia przeciętnego obywatela?
Dużo się czyta ogólników w stylu '""wariant taki jest bardziej zakaźny / na ten szczepionka działa gorzej'"". A objawy?""
"
1,"""Myliłem się w sprawie szczepionki AstraZeneca/Oxford.
Wierzyłem (na podstawie wstępnych informacji), że ta szczepionka będzie dobrą i bezpieczną opcją. Niestety, kolejne dane dotyczące bezpieczeństwa nakazują podchodzić do tego preparatu z dużą ostrożnością.""
"
0,"@MZ_GOV_PL Już 23. kwietnia pan prezydent Andrzej Duda będzie się zapisywał na szczepienie Astrą Zenecą. Da przykład wszystkim, że szczepionka jest w pełni bezpieczna. :-) https://t.co/iMWo37XaD1
"
0,"Cały czas mówimy o szczepieniach. A czy wiadomo na jak dlugo.starcza szczepionka? Co z kolejnymi dawkami dla już zaszczepionyvh np w styczniu? Czy następne szczepienia będą darmowe? Może @szczepimysie  lub @MZ_GOV_PL   poinformuje suweren?  Musimy patrzeć w przyszłość.
"
0,"""#"
0,"@a_niedzielski a jak nie zabijemy cię szczepionką to i tak cię zakazimy z Ministerstwm Śmierci nie wygrasz https://t.co/S36tnWID6x
"
0,"@K_Stanowski Cóż, też pytałem w punkcie, gdzie moja babcia się szczepiła. Dowiedziałem się, że nie mogą mnie zaszczepić, bo po prostu są kontrole NFZu się i kary za szczepienie poza obecnymi grupami wiekowymi. Proszę podać adres punktu, to może tam spróbuję szczęścia 😅
"
0,"Szczepienia drive-thru. Szczepionka z burgerem
"
1,"@MarekTomkow @NIZP_PZH Panie Marku, przepraszam, ale ja uważam, że właśnie takimi wpisami środowisko medyczne ukręca sobie stryczek wokół własnej wiarygodności. Po takich wpisach każde DN w przyszłości (jak dla AZ) będzie rodziło sensacje. A przecież żaden lek i szczepionka nie są 100% bezpieczne.
"
0,"""Genialny komentarz @NIZP_PZH.
Najlepsza szczepionka przeciw COVID-19 to ta, którą można zaszczepić się jak najszybciej.👌👌👌""
"
0,"@PremierRP @michaldworczyk Mamy w d****wasze totalitarne imprezy szczepionkowe!Żadna szczepionka nie powinna być obowiązkowa!Czy Wam się jeszcze zdarza słuchać ludzi‼️czy już tylko tych przedpłaconych medyków i resztę bandziorów światowych.W maskach na świeżym powietrzu...nigdy już na was nie zagłosuje‼️
"
0,"#Niedzielski: Jeśli w Rzeszowie ktoś szczepił szczepionką J&amp;J, to było to nielegalne https://t.co/vVVK9xCiVV #Szczepienia #Rzeszow #KoronawirusWPolsce
"
0,"Zaczyna mi szczepionka wchodzić XD
"
0,"""Kiedy nowa szczepionka na #COVID19 w Polsce?
https://t.co/nHu4qrJ9LN""
"
1,"@pasjonatkazycia @mgm27_2005 @asiamarcowa @BarTysz To bzdury. To żaden eksperyment. Nad każdą szczepionką pracowano wystarczająco długo. Mechanizmy i metody są znane od min. 20lat.
"
1,"@patrick22s Jest to możliwe. Dlatego warto aby zaplecze kandydata opozycji przygotowało jakąś fajną akcję typu: szczepię się ale nie dam się kupić. Z prostym tekstem, najlepiej rymowanym, który by podkreślał, że nie jesteśmy poddanymi, że szczepionka nam się należy bo płacimy podatki.
"
1,"Pracodawcy apelują o zmianę prawa. Szczepienia pracowników mają być szansą dla gospodarki: Polscy przedsiębiorcy chcieliby jak najszybciej zaszczepić swoich pracowników, aby móc normalnie funkcjonować i maksymalnie skorzystać z… https://t.co/CSgOD0rWdS #forbespolska #forbes
"
1,"@HalikRafa @MKruszewska_ @EMA_News I nie wiem, czy to nie jest początek końca szczepionki AZ, bo jeszcze jedno drobne potknięcie, a naprawdę nikt poza takimi desperatami jak ja nie zapisze się na szczepienie AZ. A w interesie nas wszystkich i rządu jest zaszczepić jak najwięcej ludzi. Co zrobi rząd? 1/
"
0,"""@Bogdan69183102 @aski_pu @M_K_Blonska Wg badań szczepionka chroni zaledwie przez pół roku. Dlatego obawiam się że dopóki rząd nie zmieni mentalności, bądź my nie zmienimy rządu - będą nas jeszcze długo maltretować. Zresztą, posłuchaj ministra:
https://t.co/cP7tjiJnu3""
"
1,"@marlog123 @tvn24rozmowa @KonradPiasecki Gdyby pan doczytał w jakimkolwiek fachowym źródle wiedziałby pan, że nie jest jeszcze pewne, czy szczepionka chroni przed transmisją.Brak objawów chorobowych nie jest gwarancją, że nie zakaża się innych.Maski chronią innych przed chmurami aerozolu z ust lekarza.Po to się je nosi.
"
0,"""Rozpoczęcie produkcji szczepionki przeciw Covid-19 przez Mabion możliwe jeszcze w tym roku
https://t.co/ij1sDdIREF
#mabion @mabion #Szczepienia #szczepionka #COVID19 #koronawirus #koronawiruspolska""
"
1,"Polska ma jeden z najniższych wskaźników utylizacji szczepionek w Europie. 1 szczepionka na 1000  jest utylizowana - @michaldworczyk
"
0,"@MartinoWidzew @K_Stanowski Ej ale to nie jest zastrzyk z heroiny tylko szczepionka 😂 Stano raczej się nie uzależni.
"
1,"Przyspieszamy, wczoraj rekord - w ciągu dnia wykonano prawie ćwierć miliona szczepień (244,7 tys). Ta liczba ujawnia potencjał obecnego systemu, który będzie poszerzany, kiedy będzie dostarczanych więcej dawek szczepionek do Polski. https://t.co/F8Jy23fyJG
"
0,"@GCessak Super, odrębna szczepionka na każdy wariant Covid-19? Ile tych wariantów jest, tych najbardziej znanych, 30?
"
0,"Janda, ze szczepionką otrzymała odpowiedniego chipa 🤷‍♀️😏
"
1,"""Tylko 1 szczepionka na 1000 jest utylizowana - @michaldworczyk 
https://t.co/Jz5YRlz07v""
"
0,"@ERutynowska Pycha i głupota to nie jest myślenie krytyczne i to dotyczy każdej dziedziny, czy to jest medycyna, prawo konstytucyjne czy fizyka kwantowa. A jest słabszą  szczepionką, jest szczepionką wektorową vs. mRNA i to że ludzie pytają i pytali i chcą wiedzieć jest pozytywnym zjawiskiem
"
0,"@T_Stanislawski Ale to nie wiesz czym? Ja miałam w systemie napisane jaka szczepionka będzie zastosowania. Na https://t.co/JWOeaGfsH9
"
0,"@so_sophi3 @august6110 @GBigielmajer @PioSzlachtowicz Czyli możliwe, że taki jest ukryty cel szczepionki....eksterminacja schorowanych. Jeśli COVID cię nie dobije, zrobi to szczepionka.
"
0,"@DissBlaster a jak długo działa ta szczepionka?
"
0,"@Roman41220836 @bweglarczyk Niech nikt nie liczy, że niemcy sie zmienili... oni tylko pochowali symbole...na pewien czas...genów się nie zmieni...no chyba że...szczepionką...
"
0,"Wyszczepić ministrze jak bydło wksperymentalną szczepionką? #minęła8
"
0,"@ERutynowska Dziękuję i wzajemnie. Jakąkolwiek szczepionką 😉
"
0,"@ARozbojnik @bweglarczyk Tak jak Polacy, nigdy rozumu się nie nauczą... chyba że szczepionką
"
1,"@Domovi4 @Stadionowi Tak się składa, że to jedyna szczepionka #coronavirus - reszta to preparaty genetyczne służące do innych eksperymentalnych celów. Nikt wcześniej nie zawracał sobie głowy szczepionkami na koronawirusy... i słusznie. https://t.co/kY4pJvAcs9
"
1,"@michaldworczyk I znowu manipulacja która tez można nazwać kłamstwem. Przedstawione dane dotyczą ilości mieszkańców którym podano I i II dawkę szczepionki. A jak wyglądają dane dla I dawki ? Podejrzewam że to juz nie pasuje do narracji rządu. Szczepionka wyborcza +
"
1,"""@PioSzlachtowicz Ale szczepionka jest sprawdzona. Jest bezpieczna i działa.
Opieranie światopoglądu o dowody anegdotyczne to błąd poznawczy.""
"
1,"@katarynaaa Wiarygodne informacje będą w 2023 roku, wtedy zakończone zostaną badania nad szczepionką. Póki co eksperyment medyczny trwa w najlepsze...
"
1,"""@GBigielmajer @PioSzlachtowicz Szczepionka wywołuje guza mózgu.
Rozumiem.""
"
0,"@T_Stanislawski Ja 7 kwietnia.szczepilam się szczepionka pfizer
"
1,"@tmsz_nwk Szczepienia  w  ramach Narodowego Programu Szczepień są kwalifikowane jako eksperyment medyczny. To z kolei oznacza, iż nie ma możliwości aby nawet w drodze ustawy zmusić kogokolwiek do szczepienia przeciw  COVID-19. Nie pozwala na to art. 39 Konstytucji RP!!
"
1,"@PremierRP Właśnie dziś byłam wraz z mężem się zaszczepić i tylko dzięki temu że naciskałam i nie czekałam na zaproszenie
"
1,"@Ignacy_Marek @KptMarek Szczepionka nie zabezpiecza przed chorobą, tylko jej przebiegiem. Wierzę, że się nie zaraziła, ale to niczego nie przesądza. Ta zaraza jest nieprzewidywalna. To, że w Izraelu nie ma objawowych zachorowań, nie oznacza, że nie ma zakażeń.
"
1,"""Przypadek. Prezes Pfizer tez miał wcześniej zaplanowany plan sprzedaży akcji, akurat na czas ogłaszania wyników pracy nad szczepionka. Fajny ten biotech 😀 Przypomina mi się dowcip: '""Stówa się znalazła,  niesmak pozostał.'"" https://t.co/LTsVPVAwBT""
"
0,"@michaldworczyk @MorawieckiM 34 złote przelaliście na badania nad szczepionką a teraz chcecie stać w pierwszym rzędzie 🙂
"
0,"@PopieramyPMM @Andruszkiewicz1 A na którą odmianę ta szczepionka? Chińską, brytyjską, południowoafrykańską, brazylijską, bretońską czy nigeryjską? No chyba że chcecie wmówić plebsowi że na każdą, to przepraszam 😂🤣🤥💰
"
0,"ABC wizyty w punkcie szczepień. @NFZ_Centrala przypomina https://t.co/dLAJjBgiit #SzczepimySię #szczepionka #KoronawirusWPolsce #pandemia #COVID19
"
0,"""@DoRzeczy_pl @trzaskowski_ @MorawieckiM Reklamacje do von der Leyen.
A może @Pomaska coś wyjaśni, czemu Niemcy nie dzielą się szczepionką w wystarczających ilościach?""
"
1,"@tvp_info Jakby nasz zjebany Polski rząd miał plan i pomysł na radzenie sobie z epidemią, której rząd nie ma pod kontrolą, bo są idiotami, którzy sądzą że sama szczepionka pomoże, otóż nie bo niebawem rząd sprowadzi nam kolejną mutację CoVid19, jak to jest z Angielską Mutacją
"
0,"Jesli zastanawiliscie się dlaczego rząd nie pozwala szczepić masowo Polaków w wielu punktach szczepien to uzyskaliscie juz chyba odpowiedź. Z uwagi na przejsciowe trudnosci dla dobra Narodu przydzielono na Polskę maksymalne ilosci strzykawek po 100szt na województwo/mc.
"
1,"""@EFedorowicz Zaszczypieni chorują, trafiają do szpitala i powodują pandemie. Do tego zdrowi ludzie, bez objawów choroby się testują. 
Prawdziwa pandemia wybuchnie, jak od 13 kwietnia zaczną się szczepić wszyscy.
 
ODRZUĆCIE szczepionki i testy, a pandemia znikn""
"
