etykieta,tekst
11,"""Można?
Można!

W interesie całego bogatego Świata jest to, aby zaszczepić wszystkich na całej kuli ziemskiej. Tych najbiedniejszych również. I żeby zrobić to jak najszybciej."""
10,"""1. Im młodsi tym mniej chcą się szczepić (efekt AZ?)
2. Do zaszczepienia wszystkich zarejestr. obiema dawkami potrzeba prawie 10 mln dawek.

Ciekawe co z 18-40 🤔

@szczepimysie czy można prosić o takie dane dla wszystkich grup wiekowych w rozbiciu na województwa?

#szczepimysie https://t.co/Dj0xQln2fT"""
3,"@lczechowski 99% leków ma skutki uboczne. Tutaj skutkiem ubocznym jest tak naprawdę  śmierć. Dlatego w tym przypadku nie kupuje narracji, że jest bezpieczna. Wytłumacz rodzinie tej jednej osoby na 100k, że i tak warto się zaszczepić AZ, bo zyski przewyższają ryzyko."
13,"System jest niewydolny. Lekarze: Szczepionki powinny być dostępne dla wszystkich, którzy chcą się zaszczepić https://t.co/hiyCToP5TU"
3,"""@KrzysioJezyna @MiBor19 @GCessak @MZ_GOV_PL Proszę się nie szczepić. 
Pali pan? Pije? Leki przeciwbólowe bierze? Wodę z plastiku pije? Powietrzem naszym oddycha?
Wszystko to niesie ryzyko. Duże i znane.
Szczepionki to jedne z najlepiej przebadanych specyfików."""
11,"W Niemczech można, w Polsce @MorawieckiM i @a_niedzielski podpisali kontrakty, więc będą szczepić do ostatniego Polaka"
11,"@KLubnauer @szczepimysie @NoemiWojnicz @dworczyk Osoby z niektórymi niedoborami odporności nie mogą szczepić się 'żywymi'"" szczepionkami i w kalendarzu szczepień są one wykluczone, jak p. żółtej febrze, śwince, polio. Immunolodzy odradzają szczepionki wektorowe - z żywym adenowirusem. O tym w ogóle nie ma mowy u Dworczyka."""
11,"Dzisiaj dowiedziałam się, że w piątek rano mogę się zaszczepić. Na sali, która dużo już widziała, a kajdanki są tam codziennością. Jak tak, to tak."
11,"@AdamJazon @rem_tene Drobna uwaga. Apeluje, aby pod żadnym pozorem nie szczepić się w aptekach, miejscach tego typu, gdzieś w zakładach pracy itp. Rozumiem intencje, ale to trzeba jedynie w szpitalu, przychodniach. Musi być opieka lekarska. Jakiś procent ma szansę a wstrząs i miejcie rozum."
11,"@ulanbar1 @KludkowskaM @Bis1Tsoda @szczepimysie Liczba szczepionek, takie sobie funkcjonowanie spółki, która szczepi i to, że wszyscy chcą się szczepić 'w kapciach'"" więc trudno ich przekonać, żeby ruszyli ciut dalej."""
11,"""@gibon102 Czy p. Premier mógłby z łaski swojej usiąść na czterech literach i skupić się na zapewnieniu  większej ilości szczepionek?
W moim pobliskim POZ-cie mogą spokojnie szczepić kilka razy więcej ludzi od warunkiem, że będą mieli czym. Przypuszczam, że w innych miejscach jest podobnie."""
11,"""#SzczepimySię 
#WROCŁAW na @StadionWroclaw przygotował 20 stanowisk drive-thru. Tygodniowo będzie można w nich szczepić ok. 50 tys. osób. 
Miasto jednak nie może ich uruchomić, bo nie ma przepisów.
@michaldworczyk zapowiada, że będą... w drugim kwartale. 
Więcej w @Radio_TOK_FM"""
11,"@szczepimysie @michaldworczyk To sprawdźcie po punktach. AZ roczniki uwolnione nie chcą się szczepić, czekają na Pfizera. Ja mogę przyjąć AZ ale nie mogę. I co? Poza tym co robicie aby ludzie szczepili się AZ. Mówicie „chcemy aby...?”... nie wystarczy."
11,"@ArchiMed2020 Tak, zadziwiające jest to nieodpowiedzialne grzanie niesprawdzonych informacji, właściwie plotek z kręgów politycznych i  pseudomedycznych przez media. Ciekawe ilu z tego powodu się nie chce szczepić i ile żyć to kosztowało, kosztuje?"
11,@cringeduder @synxchaosu Dlaczego nie jest? Podzielą sobie na grupy i będą szczepić cały rok. Przecież nie musi być tak że wszyscy w tym samym okresie.
6,"@szymon_holownia Słabe to jest szczepienie poza kolejnością, a nie szczepionka. Czuwaj!"
11,"pacjenci starsi odmawiają szczepienia AZ, bierzemy z listy rezerwowej. Chcą się szczepić młodzi ludzie, ale jest blokada systemu. Nie będę marnować szczepionek. Jak się nie zgłoszą uprawnieni, bierzemy jak leci i już. I niech mnie pan @Dworczyk nie ściga, bo to absurd."
3,Gwiazda CNN Midwin Charles umiera „zaszczepiona” w wieku 47 lat
5,"@BogusQR Prawda jest taka, że osoba zaszczepiona ma obniżoną odporność i to dłużej niż 2-3 tygodnie.  To w nas siedzi, podobnie przechorowany. Jak ktoś chce sobie załapać zapalenie płuc....no to niech zacznie wychodzić wszędzie i do wszystkich."
11,"Minister zdrowia: zaszczepię się preparatem AstraZeneca, jak będzie taka okazja https://t.co/3K54nhBo8v https://t.co/FX1gZr0fVL"
3,"@Stysz @Grzegorz_Red @ICM_UW @niedakh Ja się chętnie zaszczepię. Stawiam, że samych przechrowań jest mniej niż 25%. Ponadto sporo ludzi wokół choruje ponownie."
11,"@K_Stanowski Dopóki nie było internetu, człowiek nie wiedział jak wielu pojebów spod jest na świecie, a jest to liczba ogromna. Zdrowia Stano! Gdy tylko będę miał okazję, także się zaszczepię. Jebać antyszczepionkowców w oko, bo w dupę, to będzie dla nich za duża przyjemność."
11,"Dowiedziałam się, że w mojej przychodni mogłabym mieć szczepienie od ręki. Ale nie, nie mogę. Durne prawo. Jeśli ludzie nie chcą - ich problem. Ja chętnie się zaszczepię. Mojego syna (21 l.) też. Przed potrzebującego nie wejdę. Ale zmarnować nie dam. #poznaniak #szczepimysie"
11,""".@GCessak: Ogólne korzyści ze szczepionki #AstraZeneca w zapobieganiu #COVID19 przeważają nad ryzykiem skutków ubocznych

https://t.co/kpFgBpcrPP"""
11,"Posłowie chcą dla siebie podwyżek pensji. „5,5 tys. zł na rękę to jest żenująco m
10	Macron: Szczepionka AstraZeneca rekomendowana dla osób powyżej 55. roku życia https://t.co/tBOznlhg9g
1	@RikardoWitek Właśnie. Mutuje, ciągle jest szczepionka krok za nim a coroczne szczepienie to nie jest dobry pomysł.
2	A więc już wiadomo. #EMA o #AstraZeneca (czyli o szczepionce #Vaxzevria): zakrzepy to rzadki skutek uboczny, można szczepić! Ale zwracać uwagę na objawy po szczepieniu: duszność, ból w klatce, obrzęk nóg, uporczywe bóle brzucha, głowy, niewyraźne widzenie.
11	""Wczoraj zaszczepiono rekordowe 250 tys. osób jednego dnia. Szacujemy, że do końca czerwca będzie zaszczepionych 20 mln osób - prezydent @AndrzejDuda"
#KoronawirusWPolsce,
"https://t.co/DiSZr2kfY1""""""",
11,2/3 mieszkańców Łotwy chce się zaszczepić przeciw COVID-19 - wynika z badania @Interactive_LV w marcu. Udział chętnych wzrósł w porównaniu z grudniem (42 proc.). 25 proc. badanych nie chce poddać się szczepieniu. https://t.co/SRZNyuoxDT
11,@Krzyszt37095538 @MZ_GOV_PL Jeżeli wierzysz w artykuły STOP NOP i że szczepionka cię zabije to może powinieneś potraktować to jako szansę.
11,"""Ruszają pilotaże punktów szczepień powszechnych i drive-thru.
https://t.co/D1xSUTLxwW
#drivethru #punkty #szczepienia #szczepionka #COVID19 #koronawirus #koronawiruspolska"""
11,"@leone1104 @PBasiukiewicz @_zboral @AWgovPL Szczepionka bez trzeciej fazy badań stosowana na masową skalę, bez żadnej odpowiedzialności ze strony producenta - to jest po prostu eksperyment medyczny na ludziach. Basiukiewicz pisze o szczepieniach osób z grupy największego ryzyka, 60+ z chorobami tow., nie wszystkich."
11,"Szczepienia populacyjne przed nami, ze studentami i felczerami. Autem podjedziesz pod punkt drive-thru i bez badania w ramię sru. Chcą nawet w metrze szczepić, by szybciej certyfikat wlepić. W TV rację mają, choć badania trwają. Szczepionka jest konieczna, skuteczna i bezpieczna."
2,"Emer Cooke, EMA''s Exec. Director: 'The #PRAC, after an in-depth analysis, has concluded that the reported cases of unusual blood clots following vaccination with AstraZeneca #COVID19vaccine should be listed as possible side effects of the vaccine.”"""
11,"@kuglefiskPL @ReniSkoczek Nie wiem, stawiasz wlasne tezy i je obalasz, nie mam zamiaru bronić tego co powiedziala Pomaska, choc sie z nią zgadzam, mize napisz do niej i to przedyskutuj, gdyby Francja zdazyla ze swoja szczepionka mielibysmy jej wiecej, a musielibyśmy zapłacić Pfizerowi kare"
11,"@szczepimysie @wolne_media_pl Musicie się w końcu pogodzić z tym, że na TT zaklinanie rzeczywistości nie działa. Każdy wie, że nie dacie zgody na uruchomienie tych punktów żeby później dworczyk mogł krzyczec w TVP że szczepienia w Warszawie idą za wolno, wina czaskoskiego. Gracie zdrowiem i życiem Polaków."
11,"@EmiliaM72373551 @kosik_md @katarynaaa A co innego ma mówić? Tylko pracownicy mogą odpowiedzieć jeżeli nie boją się utraty pracy. Wcześniej mówił, że w 100 tys szczepień 'zaoszczędził'"" 10 tys. Czyli mieszał resztki z różnych ampułek? Nie skomentował też dyspozycje szczepienia do krwiobiegu. https://t.co/3HGuXfnMEW https://t.co/kWabAu8Am8"""
11,"""#FederacjaRosyjska #Russia #Koronawirus #COVIDー19 #covidvaccine #russianvaccine #szczepionka #COVID19 #Армения
Do Erywania dostarczono dzisiaj pierwszą partię szczepionki #SputnikV
#Armenia oczekuje dostawy ponad jeden milion szt preparatu. https://t.co/IB1THFXB7n"""
11,"@RepublikaTV Bo zrobili zwod taktyczny dla zmylenia przeciwnika 🤷‍♂️💰. Ten specyfik byl tak skompromitowany ze nikt oprucz Polski nie chcial wiecej tego kupowac ☠️💰. Wiec zmienili nazwe na Vaxzevria, i niedlugo sie pojawi jako nowa szczepionka 🤷‍♂️☠️💰. Tak sie robi plandemiczne interesy. 🤷‍♂️👍"
10,W UK szczepionka AstraZeneca nie dla osób poniżej 30 lat https://t.co/xa71m7Prqx via @londynek
2,"""EMA potwierdza, że istnieje związek między szczepionką, a przypadkami zakrzepic. Podkreśla jednocześnie, że korzyści przewyższają ryzyko.

Teraz wielki test z odpowiedzialności dla mediów w PL. Zobaczymy czy są one w stanie rzeczowo opisać to odbiorcom. 

https://t.co/zH9YxTzaoA"""
13,Nie mam pojęcie jakie są kryteria tego szczepienia i po co i kod miasta skoro wysyłają mnie 180 km od miejsca zamieszkania na jedno ukłucie igłą. Nie jestem przeciwnikiem szczepienia ale głupoty i owszem. Nie jadę
11,"@300polityka @JEmilewicz To też niepewne szczepionki, gdyż w USA wstrzymano w pewnej miejscowości szczepienia z powodu kilkunastu powikłań."
11,"""Trwają szczepienia przeciwko #COVID19 służb mundurowych.
Pierwszą dawkę szczepionki przyjmują funkcjonariusze #KAS.
Dotychczas zaszczepiono prawie 3,4 tys. naszych funkcjonariuszy. 
#SzczepimySię #NarodowyProgramSzczepień https://t.co/l9FGUkM3km"""
11,"""@kristo3m @KLubnauer @michaldworczyk Szczepienia są możliwe dopiero w 2021r. 
A co bylo jesienią 2020?
Wiadomo jest tez, ze szczepionek jest nadal za mało. Dostarczono do Polski niecałe 9 mln. Młodsi swietnie wiedza, ze będą szczepieni później, ale nie chcą zrozumieć, ze B.1.1.7 jest groźny również dla nich."""
11,"""3 030 nowych zakażeń, 53 zgony, ponad 1 mln testów w ciągu doby - tak wyglądała wczoraj sytuacja #koronawirus w Wielkiej Brytanii 🇬🇧

Najnowsze dane #COVID19 poznamy dzisiaj po południu, także obserwuj nas, aby nic nie przegapić! 

#Covid_19 #SzczepimySię #Szczepienia #anglia"""
11,"@skorzynski No i co z tego? To są dramaty ludzi, a dla was to statystyka i liczby. Natychmiast uruchomić szczepienia na masową skalę.  Koniec głupot. Zamykanie nic nie daje, tym sposobem nie wygramy z pandemią. Tu nie ma co na święta zwalać."
1,Wiceminister zdrowia: Szczepienia przeciwko COVID-19 trzeba będzie powtórzyć https://t.co/VPtXSP4ZlD
13,"Rząd Tanzanii skasował wszystkie szczepienia na covid w całym kraju, rząd Indii odmówił zatwierdzenia szczepionek Pfizera i Astra-Zeneca, w USA żołnierze masowo rezygnują z tych szczepień i w większości krajów Europy ponad połowa obywateli odmawia ich przyjęcia ...."
3,"""@pepe_xy @synxchaosu Uwielbiam 2 przykłady
DiamondPrincess bo tak dowiedziałam się, że to wszystko ściema
i Gibraltar, bo widać co robią szczepienia
sprawdź śmiertelność na covid od marca''20 do stycznia''21, i od poł lutego''21 bo wtedy tam poszły masowe szczepienia
Wnioski należą do Ciebie"""
11,"Minister @michaldworczyk w #Skierniewice: Szpitale tymczasowe nadal będą prowadziły punkty szczepień. W każdym powiecie w którym istnieje szpital, będzie szpital, który prowadzi szczepienia na dużą skalę, ale również min. 1 Punkt Szczepień Powszechnych."
11,"@Laurunia3 @drhalat W UK każdy kto będzie chciał się zaszczepić będzie mógł zrezygnować z produktu AZ, wybrać szczepionkę innego producenta jeżeli na daną chwilę będzie dostępna lub przesunąć termin szczepienia. Rząd UK już zwiększa zamówienia u Pfizera i Moderny."
11,"""W aptekach, zakładach pracy, punktach drive-thru. Rząd zapowiada masowe szczepienia https://t.co/kbOXsQS0S8 
Zapowiadać można różne rzeczy. I zwykle tej władzy te zapewnienia się rzadko kiedy spełniają. Wspomnę samochody elektryczne, i tworzenie potęgi przemysłowej i politycznej."""
11,"Ja naprawdę wiem. Szczepienia przeciwko covid są strasznie ważne. Mam jednak wrażenie, że gdzieniegdzie trochę ludziom w drugą stronę odbija. Foliarze mają swoich odpowiedników po drugiej stronie?"
3,"""@MiBor19 @LucynkaR @GCessak @MZ_GOV_PL Niech oni sie szczepią, bo ja nie zamierzam przenosić ich ryzyka na siebie. Poza tym szczepienia nie zapobiegaja roznoszeniu wirusa. Ostatnia wersja propagandy mowi o ochronie przed hospitalizacja.
To tylko pokazuje na ile przebadane sa te specyfiki."""
11,"Z jednej strony 'nie odnotowujemy zakłóceń'"", z drugiej punkt szczepień przedstawia nieprawdziwe przyczyny braku dawek i przesunięcia terminu szczepienia. Gdyby pewnie pan redaktor nie napisał o tym na tt, nikt by się nie zorientował. Ile takich przypadków może być w PL?"""
1,"@soipruk @Mark001001 Prawdziwym celem jest przyspieszenie mutacji wirusa i granie tego spektaklu dłużej. Naturalnie by wygasło, szczepienia rozregulują ludziom układ odpornościowy i niestety oddziaływują też na przyspieszenie mutacji wirusa. Dlatego taki pośpiech."
11,".@michaldworczyk: 15 kwietnia uruchomimy pilotaż dla punktów drive-thru, 20.04 ruszą punkty szczepień powszechnych, 23.04 rozpoczną się #szczepienia prowadzone przez ratowników i pielęgniarki, w maju – szczepienia w aptekach, a na przełomie maja i czerwca – w zakładach pracy"
11,"""Dworczyk: 15 kwietnia uruchomimy pierwsze punkty drive-thru, 20 kwietnia ruszą punkty szczepień powszechnych. To pilotaże. W maju szczepienia w aptekach, na przełomie maja i czerwca w zakładach pracy

#300POLITYKALIVE

https://t.co/K28RWcEeKS https://t.co/omh06CG4lv"""
11,"""Władze Wrocławia zapewniają, że zlokalizowany na stadionie punkt jest w stanie zaszczepić ponad osiem tysięcy osób dziennie.

https://t.co/4Bd10lTPTR"""
3,@KaszubLGD @SlavkoSlawek @msawzdargo @wanciak86 szczepionka nie chroni przed zachorowaniem a jedynie niweluje skutki oraz łagodzi samo przejście
11,"""@yogurcik @disclosetv - orzekł tak Europejski Trybunał Praw Człowieka ** obowiązkowe szczepienia są legalne ** i może być konieczne w społeczeństwach demokratycznych (Deutsche Welle)
Tu masz przykład jak nazistowskie media kłamią."""
2,"""@Krzysiekkulesza Gdyby niemądrzy ludzie przestali się szczepić i testować, wówczas wszyscy nie bylibyśmy zmuszeni do zaszczepienia się.
Po roku pandemii większość ludzi ma odporność i wypracowaliśmy odporność stadną.
To zaszczepieni powodują, że PANDEMIA trwa, bo oni chorują i będą chorować!"""
3,"""@Krzysiekkulesza Gdyby niemądrzy ludzie przestali się szczepić i testować, wówczas wszyscy nie bylibyśmy zmuszeni do zaszczepienia się.
Po roku pandemii większość ludzi ma odporność i wypracowaliśmy odporność stadną.
To zaszczepieni powodują, że PANDEMIA trwa, bo oni chorują i będą chorować!"""
11,"@Anasik123Anna @statlerjr @micheleszurstor Niestety żadna z nich nie jest, ale odsetek osób z poważnymi powikłaniami lub śmiercią jest bardzo niski i szczepić się trzeba. Prawie każdy lek wywołuje skutki uboczne, a jednak stale je zażywamy, nie czytamy nawet ulotek informacyjnych, żeby się nie denerwować 😉"
3,"@davoff994_d Panie Rafale ,rozpowszechniajcie, gdzie sie da - nie wolno szczepic sie, za zadna cene. Szczepionki te niszcza tzw specyficzna odpornosc osobnicza, w wyniku czego, spotkanie zaszczepionego z jakimkolwiek wirusem spowoduje taka burze cytokinowa, ktora zabije nieszczesnika."
11,KGHM chce zaszczepić przeciw COVID-19 wszystkich swoich pracowników https://t.co/Mdo21mcJ6D
11,"dr @piotrmerks , Związek Zawodowy Pracowników Farmacji: '85% badanych pacjentów z różnych województw wykazało pozytywne nastawienie do szczepienia w aptece'"" https://t.co/8C2EOyYkYe"""
10,"""AstraZeneca nie dla młodych. Wielka Brytania odradza szczepienia wakcyną z Oxfordu osobom przed 30-stką
https://t.co/8SzyYxN4Ax"""
11,@jo__ma__ @wiechosta @adam_abramczyk @maciekstachura @JacekJaworskiGd Do tej pory PSz prowadzone przez Warszawę wykonały ok ~10% wszystkich szczepień na terenie WWA. Szczepienia nie mogą być polem politycznej rywalizacji - to sprawa ważna dla wszystkich Polaków.
11,"@Dorcialolcia1 @Daisy_betty_ Rok temu naganiano żeby się szczepić przeciw grypie bo to pomoże z koronawirusem. A są nawet badania naukowe wskazujące, że po szczepieniu łapie się łatwiej inne wirusy - koronawirusy, adenowirusy etc."
11,@nowePSL @KrzysztofPaszyk @PolskieRadio24 Wypierdalaj śmieciu jebany!!! Kończmy już ten cyrk z pseudo pandemią i wracajmy do normalnego życia natychmiast!! Nie dam się zniewolić i zaszczepić na coś co nie istnieje!!! Jebać zakazy i maseczki!!! Jebać @pisorgpl i szczepionki!!!
