,title,verdict,short_justification
1028,"Czy, w ramach ostatniej nowelizacji przepisów, wprowadzono możliwość przymusowego zaszczepienia lub zastosowania innej terapii wobec osób podejrzanych o chorobę?",Fake News,"Nie jest prawdą, że w ramach ostatniej nowelizacji przepisów wprowadzono możliwość przymusowego zaszczepienia lub zastosowania innej terapii wobec osób podejrzanych o chorobę. Treść opisanego w zgłosz..."
1029,"Czy rząd naraża dzieci z warszawskiej kliniki psychiatrii na śmierć, bo ma tam powstać oddział dla pacjentów z COVID-19?",Fake News,"To nieprawda, że decyzja o przekształceniu Oddziału Klinicznego Psychiatrii Wieku Rozwojowego Dziecięcego Szpitala Klinicznego przy ul. Żwirki i Wigury w oddział dla małych pacjentów zakażonych COVID..."
1030,"Czy pod wpływem protestów, włoski rząd luzuje restrykcje?",Fake News,"Jest wręcz odwrotnie. Z dnia na dzień rośnie liczba zakażonych SARS-CoV-2 i dlatego włoski rząd, pomimo protestów, zaostrza restrykcje mające ograniczyć rozprzestrzenianie się koronawirusa. Liczba z..."
1031,"Czy odrzucenie poprawek Senatu oznacza, że teraz do pracy grożącej zakażeniem wirusem SARS-Cov-2 kierowani będą przymusowo ludzie starsi i chorzy?",Fake News,"W myśl nowych przepisów do pracy przy zwalczaniu epidemii nie będą kierowane kobiety w wieku powyżej 60 lat i mężczyźni w wieku powyżej 65 lat, a także osoby, których choroby potwierdził lekarz orzecz..."
1032,Czy prawdopodobieństwo złapania koronawirusa w samolocie jest takie samo jak uderzenie pioruna?,Prawda,"Prawdopodobieństwo zakażania się wirusem SARS-CoV-2 w samolocie jest rzeczywiście niewielkie lub minimalne, co potwierdzają badania. Wypowiedź dyrektora Międzynarodowego Zrzeszenia Transportu Lotnicze..."
1033,Czy ten film to rzeczywiście protest korona sceptyków w Czechach?,Fake News,"Przedmiotem zgłoszenia jest tweet i dołączony do niego film, z którego według autora wpisu ma wynikać, że w Pradze doszło do ostrych protestów przeciwników noszenia maseczek. To nieprawda. Sceny prze..."
1034,"Czy Biały Dom twierdzi, że zakończył pandemię koronawirusa?",Fake News,Administracja prezydenta Donalda Trumpa nie ogłosiła zakończenia pandemii koronawirusa w USA. Sformułowanie takie zostało jednak rzeczywiście użyte w skierowanej do mediów notce prasowej na temat publ...
1035,"Czy maseczka oraz mycie rąk zmniejszają ryzyko zakażenia tylko koronawirusem, a grypą i innymi wirusami już nie?",Fake News,"Popularne maski chirurgiczne oraz zrobione z tkaniny w podobnym stopniu ograniczają możliwość zakażenia się zarówno koronawirusem, jak i wirusami grypy czy przeziębienia. Wszystkie te drobnoustroje pr..."
1036,Czy całkowity lockdown został odłożony za sprawą protestów w związku z zakazem aborcji eugenicznej?,Fake News,"Polski rząd od dawna przekonuje, że przyjął strategię tzw. „drogi środka” i chce uniknąć drugiego lockdownu. Jednak o tym, czy i ewentualnie kiedy zostanie wprowadzony zdecydują przede wszystkim staty..."
1037,Czy czerwona strefa oznacza zamknięcie bazarków i ich likwidację?,Fake News,"W rozporządzeniu Rady Ministrów z 16 października br. zmieniającym poprzednie rozporządzenie w sprawie ustanowienia ograniczeń, nakazów i zakazów w związku z wystąpieniem stanu epidemii nie ma mowy o ..."
1038,Czy tymczasowy szpital na Stadionie Narodowym to medialna mistyfikacja?,Fake News,"Szpital tymczasowy na PGE Stadionie Narodowym jest realnym bytem, nie „medialną mistyfikacją”. Placówka ma rozpocząć pracę w piątek 30 października br. „Na pacjentów z COVID-19 będzie czekało 300 łóże..."
1039,"Czy, w wyniku wprowadzenia w Izraelu prawa mającego powstrzymać antyrządowe demonstracje, protesty ustały?",Fake News,"Tysiące osób protestowało w Izraelu przeciwko premierowi Benjaminowi Netanjahu, mimo wprowadzenia prawa mającego powstrzymać antyrządowe demonstracje podczas obowiązującej w całym kraju kwarantanny. M..."
1040,Czy światło słoneczne i zawarte w nim promieniowanie UV może zniszczyć koronawirusa w kilka minut?,Fake News,"Promieniowanie ultrafioletowe może rzeczywiście zwalczać drobnoustroje, w tym wirusy. Dotyczy to pasma UV-C (najkrótszych fal o długości 100–280 nm), które również jest zawarte w świetle słonecznym. J..."
1041,Czy nowa szczepionka RNA spowoduje niepłodność u kobiet?,Fake News,"Nie powstała żadna „nowa szczepionka powodująca niepłodność"". Przytaczane w wideo dane mające rzekomo pochodzić od „sygnalisty z GSK"" i odnoszone do prowadzonych obecnie prac nad szczepionkami przeciw..."
1042,"Czy to prawda, że remdesivir nie pomaga w leczeniu COVID-19?",Nieweryfikowalny,Na obecnym etapie badań dotyczących skuteczności różnych terapii mających na celu zwalczanie wywoływanej przez wirusa SARS-CoV-2 choroby COVID-19 nie da się jednoznacznie odpowiedzieć na zawarte w zgł...
1043,Czy aplikacja STOP COVID ma na celu zamknięcie uczestników strajku kobiet na kwarantannie?,Fake News,"Aplikacja STOP COVID nie ma na celu kierowania uczestników protestów na kwarantannę, gdyż powstała ok. pół roku przed ich rozpoczęciem. Zresztą nawet obecnie nie da się jej użyć w takim celu, ponieważ..."
1044,"Czy we Włoszech odkryto, że COVID-19 to choroba wywołana bakteriami powodującymi krzepniecie krwi, którą można skutecznie leczyć antybiotykami, aspiryną i lekami przeciwzakrzepowymi?",Fake News,"Autor posta na Facebooku pisze, że włoscy lekarze nie zastosowali się̨ do zalecenia WHO, aby nie przeprowadzać́ sekcji zwłok zmarłych na COVID-19, a i tak przeprowadzili takie badania. W ich wyniku st..."
1045,"Czy w ubiegłym tygodniu przyjęto ustawę, że szczepienie na COVID-19 będzie obowiązkowe?",Fake News,"Nieprawdą jest, co napisał portal globalna.info, że „pod przykrywką afery aborcyjnej"" przyjęto ustawę o obowiązkowych szczepieniach. W Dzienniku Ustaw ukazał się jedynie tekst jednolity ustawy z 2008 ..."
1046,"Czy to prawda, że w powiecie bielskim podwoiła się liczba zgonów na Covid-19?",Prawda,W powiecie bielskim podwoiła się liczba zmarłych zakażonych koronawirusem Sars-CoV-2. Liczba zgonów chorych na Covid-19 na tym terenie wzrosła z trzech do sześciu. Powiatowa Stacja Sanitarno-Epidem...
1047,Czy amantadyną można wyleczyć COVID-19 w 48 godzin?,Nieweryfikowalny,"Chociaż amantadyna wykazuje działanie przeciwwirusowe i pojawiły się wstępne wyniki badań, które wskazują jej potencjał m.in. w zakresie zmniejszania replikacji wirusa SARS CoV-2, to do tej pory nie p..."
1048,Czy seniorom zakazano wychodzić na spacer?,Fake News,"Zgodnie z obowiązującymi od 24 października br. przepisami, seniorzy mogą wychodzić z domu w określonych celach. Wśród nich jest „zaspokajanie niezbędnych potrzeb życiowych”, w czym może mieścić się w..."
1049,"Czy na zdjęciach jest szpital na Węgrzech, który wygląda jak więzienie?",Prawda,"Na zgłoszonym zdjęciu widzimy baraki za drutem kolczastym. To nowoczesny szpital mobilny, do postawienia którego wykorzystano teren zakładu karnego w Kiskunhalas w południowych Węgrzech. Stąd tak niet..."
1050,"Czy zawarcie przez KE umowy z Johnson&Johnson na zakup 400 mln dawek szczepionki oznacza, że będzie ona jednak w krajach UE obowiązkowa?",Fake News,"Komisja Europejska nie ma ani narzędzi, ani kompetencji, ani możliwości wprowadzenia obowiązku szczepień w państwach członkowskich Unii Europejskiej. Nie wystąpiła też z taką inicjatywą. Unia Euro..."
1051,Czy leczenie osoczem ozdrowieńców jest jednak nieskuteczne?,Fake News,"Nie, nawet jeśli potwierdzą się zasadnicze wnioski z publikacji „BMJ"" (2020;371:m3939) poświęconej terapii COVID-19 z wykorzystaniem tzw. osocza ozdrowieńców - a już teraz są kwestionowane przez część..."
1052,Czy Austria zakazała stosowania przyłbic do osłony twarzy ze względu na ich nieskuteczność?,Prawda,"Od 25 października w Austrii obowiązuje nakaz szczelnego zasłaniania twarzy, co wyklucza stosowanie luźno przylegających osłon (np. przyłbic i tzw. półprzyłbic) zamiast maseczki. Podobne kroki podjęli..."
1053,Czy niski poziom śmiertelności na COVID-19 w Polsce wynika ze zbyt małej liczby przeprowadzonych testów?,Fake News,"To nieprawda, że stosunkowo niska śmiertelność na COVID-19 w Polsce „to mit”, który udało się stworzyć dzięki zbyt małej liczbie przeprowadzanych testów. A tak sugeruje w zgłoszonym tweecie była minis..."
1054,Czy pandemię zaplanowano kilka lat temu i potrwa do 2025 r.?,Fake News,"W zgłoszonym artykule możemy przeczytać, że pandemia COVID-19 została zaplanowana i potrwa do 2025 roku. Dowodami na to mają być dane z Europejskiego Urzędu Patentowego i Banku Światowego. Teoria ta z..."
1055,"Czy choroba określana obecnie jako COVID-19 była znana już wcześniej, ale nikomu nie przychodziło do głowy ogłaszanie pandemii?",Fake News,"Nie jest prawdą, że choroba COVID-19, którą wywołuje zakażenie wirusemSARS-CoV-2 była znana już wcześniej. Po raz pierwszy rozpoznano i opisano ja w grudniu 2019 w Chinach. Czy choroba określana obe..."
1056,"Czy premier Morawiecki ogłosił, że mamy szczepionkę na koronawirusa?",Fake News,Zgłoszony tekst został zatytułowany „Morawiecki: Mamy szczepionkę na koronawirusa!”. Tytuł to oczywisty clickbait. Cytat został wyjęty z kontekstu. Premier Mateusz Morawiecki przedstawił w Sejmie inf...
1057,"Czy to prawda, że w strefie czerwonej nie wolno organizować konferencji online?",Fake News,"Ze zgłoszonego tekstu z portalu prawo.pl, ale także z artykułów w wielu innych mediach z 21.10.20, m.in. z Rzeczpospolitej, wynika, że obowiązuje zakaz organizowania konferencji on-line w strefie czer..."
1058,"Czy budowa szpitala polowego na Stadionie Narodowym nie ma sensu, bo istnieje Szpital Południowy?",Fake News,"W mediach społecznościowych, m.in. w zgłoszonym tweecie, powtarza się nieprawdziwe stwierdzenie, że zamiast szpitala polowego na Stadionie Narodowym, wystarczy wykorzystać dla chorych na COVID-19 budu..."
1059,"Czy w Wikipedii specjalnie publikuje się nieprawdziwe informacje o farmaceutykach, bo jest ona utrzymywana przez Sorosa i potentatów przemysłu farmaceutycznego?",Fake News,Nie ma żadnych potwierdzonych faktami informacji o fałszowaniu wpisów dotyczących farmaceutyków na Wikipedii. Stwierdzenie o utrzymywaniu Wikipedii przez George'a Sorosa jest sformułowaniem na wyros...
1060,Czy policja w Niemczech dostała nowe maseczki z siatki?,Fake News,"Policja w Niemczech nie dostała nowych maseczek z siatki. Zdjęcie, które ma to potwierdzać, zostało zrobione dużo wcześniej. W mediach społecznościowych krąży zdjęcie niemieckich policjantów zasłani..."
1061,Czy nikt nie kieruje ruchem karetek z pacjentami z Covid-19?,Fake News,"Nie jest prawdą, że nie działa żaden system koordynacji karetek przewożących pacjentów z COVID-19. Dyspozytorzy mają m.in. do dyspozycji elektroniczny system informacji o szpitalach, bieżący wykaz pla..."
1062,"Czy to prawda, że policja wyprowadziła księdza z kościoła w czasie nabożeństwa?",Prawda,"To prawda. W poniedziałek 19 października funkcjonariusze wyprowadzili księdza i jeszcze jedną osobę z domu zakonnego salezjanów w Poznaniu. Policja poinformowała, że w trakcie odbywającego się tam na..."
1063,Czy osoby zaszczepione na grypę są bardziej narażone na zakażenie COVID-19?,Fake News,"Nie ma dowodów naukowych na to, że osoby zaszczepione przeciwko grypie są bardziej narażone na zakażenie COVID-19. Eksperci uważają, że może być odwrotnie. Tytuł zgłoszonego do fact checku materiału:..."
1064,"Czy noszenie maseczki może wywołać hiperkapnię, czyli nieprawidłowy poziom CO2 we krwi?",Fake News,"Podawanie, że noszenie maski chirurgicznej lub zrobionej z tkaniny może doprowadzić do toksycznego zwiększenia poziomu dwutlenku węgla w krwiobiegu, zwanego hiperkapnią, nie znajduje odzwierciedlenia..."
1065,"Czy WHO zabrania przeprowadzania autopsji, żeby nie wykazywały, że zgony nie miały nic wspólnego z COVID-19?",Fake News,"Światowa Organizacja Zdrowia (WHO) nie zabroniła przeprowadzania sekcji zwłok osób, u których stwierdzono Covid-19. Wręcz przeciwnie – wydała wytyczne, jak wykonywać je w bezpieczny sposób. Kwestię t..."
1066,Czy teraz chorzy na COVID-19 będą musieli iść do pracy?,Fake News,"Nie jest prawdą, że osoby zarażone wirusem SARS-Cov-2 będą zobligowane do wykonywania swoich obowiązków służbowych. Pytanie internauty ma związek z tekstem na portalu planeta.pl. Już sam tytuł artykuł..."
1067,Czy to zdjęcie Stadionu Narodowego lub innego obiektu w Polsce zaadoptowanego do potrzeb walki ze skutkami pandemii?,Fake News,"Zdjęcie przestawiające rzędy łóżek ustawionych na murawie stadionu nie przestawia szpitala tymczasowego dla chorych na COVID-19, który powstanie na Stadionie Narodowym. Fotografia pochodzi z 2005 r. i..."
1068,Czy za ciężki przebieg COVID-19 odpowiada wrodzona cecha genetyczna?,Nieweryfikowalny,"Pierwsze na świecie wyniki analiz dotyczących COVID-19, wykorzystujące wielkoskalowe badania całego ludzkiego genomu rzeczywiście wskazują, że niektóre geny mogą mieć kluczowe znaczenie w określeniu, ..."
1069,Czy amerykańscy żołnierze stacjonujący w Polsce zostaną wykorzystani do wdrożenia programu szczepień na koronawirusa?,Fake News,"Nie ma żadnych dokumentów, czy wypowiedzi polityków polskich i amerykańskich, które mogłyby wskazywać, iż amerykańscy żołnierze stacjonujący w Polsce mogliby zostać wykorzystani do wdrażania programu ..."
1070,"Czy testy PCR są niewiarygodne, jak twierdzi prof. Polok i prof. Zieliński?",Fake News,"Nie jest prawdą, że stosowane obecnie testy PCR są mało wiarygodne w przypadku wykrywania koronawirusa, bo trudno je wystandaryzować. W zgłoszonym materiale wystąpiła para genetyków, prof. Kornelia ..."
1071,"Czy koronawirus jest rodzajem grypy, a testy RT-PCR go nie wykrywają?",Fake News,"Z filmu opublikowanego przez Ninę Marji 17 października, a potem powielonego przez innych użytkowników, możemy się dowiedzieć, że testy RT-PCR są nieskuteczne, a wirus SARS-CoV-2 niewiele różni się od..."
1072,Czy drugą falę pandemii wywołały osoby noszące maseczki?,Fake News,"Nie ma żadnych naukowych dowodów na to, że drugą falę pandemii wywołały osoby noszące maseczki. Za to liczne badania potwierdzają, że noszenie maseczek to jeden z podstawowych czynników ograniczającyc..."
1073,"Czy premier Morawiecki rzeczywiście zajmuje stanowisko ""kto umrze to umrze, i trudno"" w kwestii pandemii koronawirusa (detale manipulacji)?",Fake News,"Nie jest prawdą, że premier Mateusz Morawiecki określił swoje stanowisko względem pandemii koronawirusa słowami: „kto umrze, ten umrze i trudno”. Zgłoszony do fact checku fragment wypowiedzi szefa rzą..."
1074,Czy po 1990 r. sanepid przestał kontrolować żywność wyprodukowaną w UE?,Fake News,"W zgłoszonym video wypowiada się Jerzy Jaśkowski, który – poza głoszeniem teorii o szkodliwości szczepień – znany jest z internetowych filmików z serii „Świat jest inny”, w których m.in. odradza kobie..."
1075,Czy osoby palące rzadziej chorują na COVID-19?,Fake News,"Palenie papierosów w żaden sposób nie chroni przez zarażeniem się wirusem SARS-Cov-2. O tym, że nikotyna interferuje z receptorami koronawirusa, powodując u osób palących mniejsze niebezpieczeństwo za..."
1076,Czy używanie elektronicznych papierosów zwiększa ryzyko zachorowania na COVID-19 i komplikacji spowodowanych tą chorobą?,Prawda,"Badacze ze Stanford University School of Medicine ustalili, że nastolatki i młodzi ludzie używający elektronicznych papierosów są od pięciu do siedmiu razy bardziej narażeni na zakażenie niż ci, którz..."
